query,response,score,timestamp
"The appearance of Treebeard and Gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",Hayek is stunning as Frida and ... a star-making project .,0.6,"03/12/2017, 17:56:46"
"Lends itself to the narcotizing bland -LRB- sinister , though not nearly so sinister as the biennial Disney girl movie -RRB- machinations of the biennial Disney boy movie .","From spiritual rebirth to bruising defeat , Vincent 's odyssey resonates in a profound way , comparable to the classic films of Jean Renoir .",-0.13888888888888887,"04/01/2015, 17:06:31"
"This is a startling film that gives you a fascinating , albeit depressing view of Iranian rural life close to the Iraqi border .",Tuck Everlasting achieves a delicate balance of romantic innocence and philosophical depth .,-0.1,"04/02/2015, 00:27:10"
Watching Beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .,0.3,"04/02/2017, 18:16:27"
"Mr. Parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .","Although Life or Something Like It is very much in the mold of feel-good movies , the cast and director Stephen Herek 's polished direction pour delightfully piquant wine from aged bottles .",0.7,"04/02/2019, 23:44:12"
"A pleasant enough movie , held together by skilled ensemble actors .","A romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",0.41111111111111115,"04/03/2015, 01:48:44"
"Guaranteed to move anyone who ever shook , rattled , or rolled .","Stevenson 's performance is at once clueless and fiercely committed , a volatile combination .",0.0,"04/03/2018, 21:50:40"
"Hip-hop has a history , and it 's a metaphor for this love story .","While not as aggressively impressive as its American counterpart , `` In the Bedroom , '' Moretti 's film makes its own , quieter observations",0.5,"04/04/2019, 11:32:34"
Effective but too-tepid biopic,"He can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl .",0.6,"04/04/2019, 13:40:03"
Part of the charm of Satin Rouge is that it avoids the obvious with humour and lightness .,Effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,0.0,"04/05/2015, 14:04:09"
"`` Frailty '' has been written so well , that even a simple `` Goddammit ! ''",Is it something any true film addict will want to check out ?,0.0,"04/05/2018, 01:07:08"
"Renner 's performance as Dahmer is unforgettable , deeply absorbing .",But it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,0.5,"04/05/2018, 20:39:36"
"... Tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .","It helps that the central performers are experienced actors , and that they know their roles so well .",-0.03333333333333333,"04/06/2015, 11:51:10"
"It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family .","You have to pay attention to follow all the stories , but they 're each interesting .",0.2555555555555556,"04/06/2016, 20:41:32"
"The crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .","... a joke at once flaky and resonant , lightweight and bizarrely original .",-0.08333333333333333,"04/06/2017, 01:56:34"
This clever caper movie has twists worthy of David Mamet and is enormous fun for thinking audiences .,"It 's predictable , but it jumps through the expected hoops with style and even some depth .",0.2,"04/06/2019, 16:20:43"
"The story wraps back around on itself in the kind of elegant symmetry that 's rare in film today , but be warned : It 's a slow slog to get there .",Those with an interest in new or singular sorts of film experiences will find What Time Is It There ?,0.22000000000000003,"04/07/2017, 17:57:50"
Between the drama of Cube ?,"`` The Emperor 's New Clothes '' begins with a simple plan ... Well , at least that 's the plan .",0.0,"04/08/2016, 01:22:35"
"Everytime you think Undercover Brother has run out of steam , it finds a new way to surprise and amuse .",... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',0.13636363636363635,"04/08/2017, 11:19:22"
Rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,"This is n't my favorite in the series , still I enjoyed it enough to recommend .",0.09999999999999999,"04/09/2017, 04:14:10"
Polished Korean political-action film is just as good -- and bad -- as Hollywood action epics .,A beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .,0.033333333333333375,"04/10/2016, 08:51:49"
"Now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .","An intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",0.0,"04/11/2017, 12:00:13"
Like Mike does n't win any points for originality .,Offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,0.8,"04/12/2016, 16:31:00"
"Katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of Meeropol entertaining his children to create his song history , but most powerful of all is the song itself",This is pretty dicey material .,0.19999999999999998,"04/12/2016, 23:16:22"
"It would be interesting to hear from the other side , but in Talk to Her , the women are down for the count .","Offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works .",0.07314814814814814,"05/01/2016, 13:20:59"
"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable .",The movie exists for its soccer action and its fine acting .,-0.022222222222222216,"05/01/2016, 17:28:37"
"Good fun , good action , good acting , good dialogue , good pace , good cinematography .","Sometimes , nothing satisfies like old-fashioned swashbuckling .",0.5111111111111112,"05/02/2017, 04:35:44"
"The movie has a soft , percolating magic , a deadpan suspense .",A frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,0.016666666666666646,"05/02/2018, 13:54:38"
But what spectacular sizzle it is !,A pleasant enough comedy that should have found a summer place .,0.75,"05/03/2017, 14:07:16"
"Compelling revenge thriller , though somewhat weakened by a miscast leading lady .",Lee Jeong-Hyang tells it so lovingly and films it so beautifully that I could n't help being captivated by it .,0.3,"05/05/2015, 09:50:58"
"Morton is a great actress portraying a complex character , but Morvern Callar grows less compelling the farther it meanders from its shocking start .",The smartest bonehead comedy of the summer .,-0.07333333333333333,"05/05/2018, 19:45:49"
The film makes a strong case for the importance of the musicians in creating the Motown sound .,Provide -LRB- s -RRB- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,0.41666666666666663,"05/07/2019, 03:42:46"
Remarkably accessible and affecting .,"You can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",0.375,"05/10/2018, 22:21:52"
"Starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .",Sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .,0.05,"05/10/2019, 12:38:35"
"Edited and shot with a syncopated style mimicking the work of his subjects , Pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any MTV puffery .","As a singular character study , it 's perfect .",0.15,"05/11/2017, 12:12:28"
You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,"And in this regard , On Guard delivers .",-0.05,"05/12/2015, 06:37:47"
I admired this work a lot .,"Smith profiles five extraordinary American homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",0.0,"05/12/2016, 01:37:42"
Absorbing character study by AndrÃ© Turpin .,More than makes up for its mawkish posing by offering rousing spates of genuine feeling .,0.2,"06/01/2016, 22:03:34"
"A whole lot foul , freaky and funny .","The movie is well shot and very tragic , and one to ponder after the credits roll .",0.225,"06/04/2017, 06:00:22"
"The level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .","I have n't seen one in so long , no wonder I did n't recognize it at first .",0.16666666666666669,"06/04/2017, 21:22:15"
"Singer\/composer Bryan Adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece .",A pleasant romantic comedy .,0.07346938775510203,"06/05/2015, 16:03:14"
Stay clear of reminding yourself that it 's a `` true story '' and you 're likely to have one helluva time at the movies .,The film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,0.15,"06/05/2017, 09:49:09"
The story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .,"You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .",0.20833333333333334,"06/07/2015, 22:17:49"
"Whether Kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .",... Blade II is more enjoyable than the original .,0.17333333333333334,"06/07/2019, 03:39:09"
A remarkable 179-minute meditation on the nature of revolution .,Full Frontal is the antidote for Soderbergh fans who think he 's gone too commercial since his two Oscar nominated films in 2000,0.75,"06/08/2016, 01:42:13"
"It 's a hoot and a half , and a great way for the American people to see what a candidate is like when he 's not giving the same 15-cent stump speech .","Sometimes , that 's enough .",0.15833333333333335,"06/08/2016, 21:39:08"
She must have a very strong back .,Binoche and Magimel are perfect in these roles .,0.2816666666666667,"06/08/2017, 18:25:11"
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''","Rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",-0.0625,"06/08/2018, 01:26:14"
An unabashedly schmaltzy and thoroughly enjoyable true story .,A work of astonishing delicacy and force .,0.425,"06/08/2018, 16:05:50"
"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",It 's absolutely spooky how Lillard channels the Shagster right down to the original Casey Kasem-furnished voice .,0.11785714285714284,"06/08/2019, 11:21:13"
"If you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then Mostly Martha offers all the perfect ingredients to more than satisfy your appetite .","Barney has created a tour de force that is weird , wacky and wonderful .",0.37142857142857144,"06/09/2018, 12:54:48"
Provides an intriguing window into the imagination and hermetic analysis of Todd Solondz .,"As a belated nod to some neglected all-stars , Standing in the Shadows of Motown is cultural history of the best kind : informative , revealing and richly entertaining .",0.30000000000000004,"06/09/2019, 04:54:43"
"Like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",But some unexpected zigs and zags help .,0.2916666666666667,"06/10/2016, 04:45:18"
It helps that Lil Bow Wow ... tones down his pint-sized gangsta act to play someone who resembles a real kid .,"Exquisitely acted and masterfully if preciously interwoven ... -LRB- the film -RRB- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",0.04814814814814814,"06/10/2016, 13:32:48"
"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .","Throwing caution to the wind with an invitation to the hedonist in us all , Nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",0.016666666666666666,"06/10/2017, 02:22:25"
"A thoughtful , provocative , insistently humanizing film .",One scarcely needs the subtitles to enjoy this colorful action farce .,0.4,"06/10/2017, 23:46:26"
"The kooky yet shadowy vision Clooney sustains throughout is daring , inventive and impressive .",A movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship Lil ' Bow Wow .,0.75,"06/10/2018, 00:45:16"
Gosling provides an amazing performance that dwarfs everything else in the film .,Too sincere to exploit its subjects and too honest to manipulate its audience .,0.6000000000000001,"06/11/2016, 20:34:40"
Denis and co-writer Michele Petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,Just another fish-out-of-water story that barely stays afloat .,0.75,"06/11/2019, 05:12:23"
"Newton draws our attention like a magnet , and acts circles around her better known co-star , Mark Wahlberg .",A psychologically rich and suspenseful moral thriller with a stellar performance by Al Pacino .,0.5,"06/12/2018, 14:30:42"
... the gentle melding of drama and comedy makes `` What Time Is It There ? '',-LRB- Broomfield -RRB- uncovers a story powerful enough to leave the screen sizzling with intrigue .,0.2,"07/03/2015, 00:43:07"
-LRB- But it 's -RRB- worth recommending because of two marvelous performances by Michael Caine and Brendan Fraser .,"Rich in detail , gorgeously shot and beautifully acted , Les Destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",0.65,"07/03/2018, 01:18:10"
You walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions .,"For the first time in several years , Mr. Allen has surpassed himself with the magic he 's spun with the Hollywood empress of Ms. Leoni 's Ellie .",0.35,"07/03/2019, 18:32:44"
"Painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .","Led by Griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",0.15,"07/03/2019, 20:30:51"
"Director Kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier English-language movie , the overpraised Elizabeth .",An uneven but intriguing drama that is part homage and part remake of the Italian masterpiece .,0.2,"07/04/2017, 05:41:11"
"As green-guts monster movies go , it 's a beaut .","Baran is n't the most transporting or gripping film from Iran -- or , indeed , by its director -- but it 's a worthy companion to the many fine , focused films emerging from that most surprising of nations .",0.0,"07/05/2015, 14:15:01"
Offers that rare combination of entertainment and education .,"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",0.2,"07/05/2017, 17:05:33"
"This may not have the dramatic gut-wrenching impact of other Holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",Time Changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,-0.022916666666666675,"07/06/2016, 19:19:46"
We get some truly unique character studies and a cross-section of Americana that Hollywood could n't possibly fictionalize and be believed .,A modest pleasure that accomplishes its goals with ease and confidence .,0.1875,"07/06/2019, 12:13:47"
"While The Isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .","A Generation X artifact , capturing a brief era of insanity in the sports arena that surely can not last .",0.85,"07/08/2016, 10:55:45"
An experience so engrossing it is like being buried in a new environment .,"On its own cinematic terms , it successfully showcases the passions of both the director and novelist Byatt .",0.36818181818181817,"07/08/2017, 22:00:43"
Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed .,Dolgin and Franco fashion a fascinating portrait of a Vietnamese-born youngster who eagerly and easily assimilated as an all-American girl with a brand new name in southern Tennessee .,-0.125,"07/08/2018, 16:24:39"
"As Bundy , Michael Reilly Burke -LRB- Octopus 2 : River of Fear -RRB- has just the right amount of charisma and menace .",The visuals alone make Metropolis worth seeing .,0.2857142857142857,"07/09/2015, 08:12:33"
"Celebrated at Sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .",It 's neither as romantic nor as thrilling as it should be .,0.09791666666666667,"07/09/2015, 20:52:14"
A simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,"In his debut as a film director , Denzel Washington delivers a lean and engaging work .",-0.06000000000000001,"07/09/2017, 03:42:16"
"Its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,0.18611111111111114,"07/09/2017, 08:38:57"
"Ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .","A picture that extols the virtues of comradeship and community in a spunky , spirited fashion .",0.2833333333333333,"07/10/2015, 07:20:16"
A feel-good picture in the best sense of the term .,A moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,1.0,"07/10/2016, 19:07:53"
Most of Crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,"Complex , affecting and uniquely AlmodÃ³var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",0.3933333333333333,"07/10/2016, 20:51:57"
Those outside show business will enjoy a close look at people they do n't really want to know .,A very funny look at how another culture handles the process of courting and marriage .,0.20000000000000004,"07/11/2015, 17:29:48"
"A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .","It 's endearing to hear Madame D. refer to her husband as ` Jackie ' -- and he does make for excellent company , not least as a self-conscious performer .",0.11666666666666665,"07/11/2016, 13:34:26"
One of the greatest romantic comedies of the past decade .,... one of the most ingenious and entertaining thrillers I 've seen in quite a long time .,0.25,"07/11/2016, 17:51:30"
Bullock does a good job here of working against her natural likability .,"An elegant , exquisitely modulated psychological thriller .",0.39999999999999997,"07/12/2015, 07:41:32"
While McFarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,The filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,-0.10416666666666667,"08/03/2017, 09:51:30"
Must be seen to be believed .,He simply presents his point of view that Ayurveda works .,0.0,"08/05/2018, 22:54:28"
Fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,0.475,"08/05/2019, 05:04:44"
"Purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that U.S. foreign policy has played in the rise of Castro .","The film hinges on its performances , and both leads are up to the task .",-0.075,"08/05/2019, 20:37:07"
"An enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that Derrida would doubtless give his blessing to .","An offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",0.1,"08/06/2015, 00:23:40"
"There are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .",Do n't expect any surprises in this checklist of teamwork cliches ...,0.325,"08/06/2015, 20:25:52"
Girls gone wild and gone civil again,The movie stays afloat thanks to its hallucinatory production design .,0.1,"08/06/2016, 01:18:07"
An utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,"Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",0.43333333333333335,"08/06/2016, 20:00:49"
May be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,"A depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : George W. Bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0.17777777777777778,"08/07/2015, 13:45:14"
The invincible Werner Herzog is alive and well and living in LA,"Majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",0.1,"08/07/2017, 15:28:09"
near the end takes on a whole other meaning .,You bet .,0.05833333333333335,"08/08/2018, 09:39:15"
"Without heavy-handedness , Dong provides perspective with his intelligent grasp of human foibles and contradictions .",Gets under the skin of a man who has just lost his wife .,0.4,"08/08/2018, 22:31:58"
You 'd think by now America would have had enough of plucky British eccentrics with hearts of gold .,It 's a Count for our times .,0.0,"08/08/2019, 08:12:50"
There are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .,"Nothing Denis has made before , like Beau Travil and Nenette et Boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",0.22000000000000003,"08/09/2018, 05:27:36"
"Much of the way , though , this is a refreshingly novel ride .","This version 's no classic like its predecessor , but its pleasures are still plentiful .",0.35,"08/11/2015, 07:57:18"
"Easier to respect than enthuse over , Andersson 's rigorous personal vision is not only distanced but distancing .",It has a subtle way of getting under your skin and sticking with you long after it 's over .,0.0,"08/11/2016, 15:01:28"
"Morton is , as usual , brilliant .","De Oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by Michel Piccoli .",0.325,"08/12/2016, 22:11:13"
